model,label,date,expiry,tenor,sigma_mkt,sigma_mod,err_bp,path_frac
stable,Stable (dim4),2015-03-31,5,10,82.3,334.0,251.7,1.0
stable,Stable (dim4),2015-03-31,10,1,103.7,298.4,194.7,1.0
stable,Stable (dim4),2015-03-31,10,5,90.9,247.7,156.8,1.0
stable,Stable (dim4),2015-03-31,10,10,95.4,196.6,101.2,1.0
stable,Stable (dim4),2015-04-30,1,1,0.0,730.7,730.7,1.0
stable,Stable (dim4),2015-04-30,1,5,93.8,626.7,532.9,1.0
stable,Stable (dim4),2015-04-30,1,10,73.0,577.1,504.1,1.0
stable,Stable (dim4),2015-04-30,5,1,103.5,461.9,358.4,1.0
stable,Stable (dim4),2015-04-30,5,5,66.7,395.0,328.3,1.0
stable,Stable (dim4),2015-04-30,5,10,62.9,321.5,258.6,1.0
stable,Stable (dim4),2015-04-30,10,1,66.3,292.7,226.4,1.0
stable,Stable (dim4),2015-04-30,10,5,61.0,249.2,188.2,1.0
stable,Stable (dim4),2015-04-30,10,10,60.8,198.7,137.9,1.0
stable,Stable (dim4),2015-05-29,1,1,0.0,739.8,739.8,1.0
stable,Stable (dim4),2015-05-29,1,5,83.5,582.0,498.5,1.0
stable,Stable (dim4),2015-05-29,1,10,64.8,590.5,525.7,1.0
stable,Stable (dim4),2015-05-29,5,1,81.2,462.1,380.9,1.0
stable,Stable (dim4),2015-05-29,5,5,52.9,373.0,320.1,1.0
stable,Stable (dim4),2015-05-29,5,10,50.5,320.6,270.1,1.0
stable,Stable (dim4),2015-05-29,10,1,48.4,294.9,246.5,1.0
stable,Stable (dim4),2015-05-29,10,5,44.8,235.2,190.4,1.0
stable,Stable (dim4),2015-05-29,10,10,47.0,188.7,141.7,1.0
stable,Stable (dim4),2015-06-30,1,1,0.0,720.7,720.7,1.0
stable,Stable (dim4),2015-06-30,1,5,66.7,585.0,518.3,1.0
stable,Stable (dim4),2015-06-30,1,10,54.2,526.7,472.5,1.0
stable,Stable (dim4),2015-06-30,5,1,55.6,487.0,431.4,1.0
stable,Stable (dim4),2015-06-30,5,5,40.4,352.4,312.0,1.0
stable,Stable (dim4),2015-06-30,5,10,37.6,302.6,265.0,1.0
stable,Stable (dim4),2015-06-30,10,1,35.0,294.5,259.5,1.0
stable,Stable (dim4),2015-06-30,10,5,33.1,224.0,190.9,1.0
stable,Stable (dim4),2015-06-30,10,10,33.4,190.6,157.2,1.0
stable,Stable (dim4),2015-07-31,1,1,0.0,783.3,783.3,1.0
stable,Stable (dim4),2015-07-31,1,5,76.4,628.2,551.8,1.0
stable,Stable (dim4),2015-07-31,1,10,57.7,560.7,503.0,1.0
stable,Stable (dim4),2015-07-31,5,1,68.9,458.7,389.8,1.0
stable,Stable (dim4),2015-07-31,5,5,46.0,362.3,316.3,1.0
stable,Stable (dim4),2015-07-31,5,10,41.7,302.8,261.1,1.0
stable,Stable (dim4),2015-07-31,10,1,39.6,293.3,253.7,1.0
stable,Stable (dim4),2015-07-31,10,5,37.3,228.0,190.7,1.0
stable,Stable (dim4),2015-07-31,10,10,38.2,193.7,155.5,1.0
stable,Stable (dim4),2015-08-31,1,1,0.0,733.9,733.9,1.0
stable,Stable (dim4),2015-08-31,1,5,70.2,606.5,536.3,1.0
stable,Stable (dim4),2015-08-31,1,10,57.2,541.2,484.0,1.0
stable,Stable (dim4),2015-08-31,5,1,64.0,459.9,395.9,1.0
stable,Stable (dim4),2015-08-31,5,5,43.4,367.5,324.1,1.0
stable,Stable (dim4),2015-08-31,5,10,39.7,291.5,251.8,1.0
stable,Stable (dim4),2015-08-31,10,1,37.1,299.5,262.4,1.0
stable,Stable (dim4),2015-08-31,10,5,35.5,234.1,198.6,1.0
stable,Stable (dim4),2015-08-31,10,10,36.5,188.1,151.6,1.0
stable,Stable (dim4),2015-09-30,1,1,0.0,727.8,727.8,1.0
stable,Stable (dim4),2015-09-30,1,5,85.0,634.8,549.8,1.0
stable,Stable (dim4),2015-09-30,1,10,60.2,537.0,476.8,1.0
stable,Stable (dim4),2015-09-30,5,1,74.0,471.5,397.5,1.0
stable,Stable (dim4),2015-09-30,5,5,46.6,375.9,329.3,1.0
stable,Stable (dim4),2015-09-30,5,10,41.3,311.4,270.1,1.0
stable,Stable (dim4),2015-09-30,10,1,38.4,290.7,252.3,1.0
stable,Stable (dim4),2015-09-30,10,5,36.1,228.3,192.2,1.0
stable,Stable (dim4),2015-09-30,10,10,36.7,194.9,158.2,1.0
stable,Stable (dim4),2015-10-30,1,1,0.0,755.8,755.8,1.0
stable,Stable (dim4),2015-10-30,1,5,91.0,645.3,554.3,1.0
stable,Stable (dim4),2015-10-30,1,10,58.1,541.0,482.9,1.0
stable,Stable (dim4),2015-10-30,5,1,75.7,462.6,386.9,1.0
stable,Stable (dim4),2015-10-30,5,5,46.4,373.1,326.7,1.0
stable,Stable (dim4),2015-10-30,5,10,41.2,317.5,276.3,1.0
stable,Stable (dim4),2015-10-30,10,1,39.5,302.6,263.1,1.0
stable,Stable (dim4),2015-10-30,10,5,36.7,233.8,197.1,1.0
stable,Stable (dim4),2015-10-30,10,10,36.5,195.7,159.2,1.0
stable,Stable (dim4),2015-11-30,1,1,0.0,750.3,750.3,1.0
stable,Stable (dim4),2015-11-30,1,5,128.5,634.9,506.4,1.0
stable,Stable (dim4),2015-11-30,1,10,61.8,544.9,483.1,1.0
stable,Stable (dim4),2015-11-30,5,1,83.9,486.8,402.9,1.0
stable,Stable (dim4),2015-11-30,5,5,48.0,383.9,335.9,1.0
stable,Stable (dim4),2015-11-30,5,10,42.4,320.3,277.9,1.0
stable,Stable (dim4),2015-11-30,10,1,37.5,309.0,271.5,1.0
stable,Stable (dim4),2015-11-30,10,5,35.5,231.6,196.1,1.0
stable,Stable (dim4),2015-11-30,10,10,36.1,190.4,154.3,1.0
stable,Stable (dim4),2015-12-31,1,1,0.0,722.8,722.8,1.0
stable,Stable (dim4),2015-12-31,1,5,79.5,609.1,529.6,1.0
stable,Stable (dim4),2015-12-31,1,10,52.2,561.6,509.4,1.0
stable,Stable (dim4),2015-12-31,5,1,65.0,490.5,425.5,1.0
stable,Stable (dim4),2015-12-31,5,5,42.6,376.0,333.4,1.0
stable,Stable (dim4),2015-12-31,5,10,38.4,304.1,265.7,1.0
stable,Stable (dim4),2015-12-31,10,1,34.4,309.3,274.9,1.0
stable,Stable (dim4),2015-12-31,10,5,32.9,238.1,205.2,1.0
stable,Stable (dim4),2015-12-31,10,10,33.9,192.8,158.9,1.0
stable,Stable (dim4),2016-01-29,1,1,0.0,790.2,790.2,1.0
stable,Stable (dim4),2016-01-29,1,5,211.6,611.0,399.4,1.0
stable,Stable (dim4),2016-01-29,1,10,77.7,584.3,506.6,1.0
stable,Stable (dim4),2016-01-29,5,1,126.7,484.5,357.8,1.0
stable,Stable (dim4),2016-01-29,5,5,58.5,374.6,316.1,1.0
stable,Stable (dim4),2016-01-29,5,10,50.4,312.5,262.1,1.0
stable,Stable (dim4),2016-01-29,10,1,44.6,318.9,274.3,1.0
stable,Stable (dim4),2016-01-29,10,5,42.1,236.8,194.7,1.0
stable,Stable (dim4),2016-01-29,10,10,43.2,202.4,159.2,1.0
stable,Stable (dim4),2016-02-29,1,1,0.0,708.1,708.1,1.0
stable,Stable (dim4),2016-02-29,1,5,0.0,626.6,626.6,1.0
stable,Stable (dim4),2016-02-29,1,10,108.7,606.7,498.0,1.0
stable,Stable (dim4),2016-02-29,5,1,0.0,493.5,493.5,1.0
stable,Stable (dim4),2016-02-29,5,5,78.1,380.6,302.5,1.0
stable,Stable (dim4),2016-02-29,5,10,64.3,320.4,256.1,1.0
stable,Stable (dim4),2016-02-29,10,1,58.1,300.6,242.5,1.0
stable,Stable (dim4),2016-02-29,10,5,55.3,246.9,191.6,1.0
stable,Stable (dim4),2016-02-29,10,10,58.1,196.7,138.6,1.0
stable,Stable (dim4),2016-03-31,1,1,0.0,717.7,717.7,1.0
stable,Stable (dim4),2016-03-31,1,5,391.6,618.7,227.1,1.0
stable,Stable (dim4),2016-03-31,1,10,91.2,579.2,488.0,1.0
stable,Stable (dim4),2016-03-31,5,1,0.0,485.3,485.3,1.0
stable,Stable (dim4),2016-03-31,5,5,70.2,388.7,318.5,1.0
stable,Stable (dim4),2016-03-31,5,10,58.5,324.3,265.8,1.0
stable,Stable (dim4),2016-03-31,10,1,53.0,304.0,251.0,1.0
stable,Stable (dim4),2016-03-31,10,5,50.3,248.6,198.3,1.0
stable,Stable (dim4),2016-03-31,10,10,53.3,195.7,142.4,1.0
stable,Stable (dim4),2016-04-29,1,1,0.0,789.3,789.3,1.0
stable,Stable (dim4),2016-04-29,1,5,205.5,656.3,450.8,1.0
stable,Stable (dim4),2016-04-29,1,10,75.7,599.9,524.2,1.0
stable,Stable (dim4),2016-04-29,5,1,149.4,494.6,345.2,1.0
stable,Stable (dim4),2016-04-29,5,5,57.8,373.8,316.0,1.0
stable,Stable (dim4),2016-04-29,5,10,49.6,304.1,254.5,1.0
stable,Stable (dim4),2016-04-29,10,1,44.2,302.2,258.0,1.0
stable,Stable (dim4),2016-04-29,10,5,41.6,249.7,208.1,1.0
stable,Stable (dim4),2016-04-29,10,10,43.0,197.9,154.9,1.0
stable,Stable (dim4),2016-05-31,1,1,0.0,770.7,770.7,1.0
stable,Stable (dim4),2016-05-31,1,5,0.0,636.3,636.3,1.0
stable,Stable (dim4),2016-05-31,1,10,86.4,600.4,514.0,1.0
stable,Stable (dim4),2016-05-31,5,1,0.0,498.0,498.0,1.0
stable,Stable (dim4),2016-05-31,5,5,66.7,400.4,333.7,1.0
stable,Stable (dim4),2016-05-31,5,10,54.1,310.7,256.6,1.0
stable,Stable (dim4),2016-05-31,10,1,48.6,309.5,260.9,1.0
stable,Stable (dim4),2016-05-31,10,5,45.3,243.2,197.9,1.0
stable,Stable (dim4),2016-05-31,10,10,46.3,203.6,157.3,1.0
stable,Stable (dim4),2016-06-30,1,1,0.0,749.1,749.1,1.0
stable,Stable (dim4),2016-06-30,1,5,0.0,667.4,667.4,1.0
stable,Stable (dim4),2016-06-30,1,10,124.5,583.5,459.0,1.0
stable,Stable (dim4),2016-06-30,5,1,0.0,487.1,487.1,1.0
stable,Stable (dim4),2016-06-30,5,5,95.3,385.1,289.8,1.0
stable,Stable (dim4),2016-06-30,5,10,73.4,328.8,255.4,1.0
stable,Stable (dim4),2016-06-30,10,1,66.0,318.9,252.9,1.0
stable,Stable (dim4),2016-06-30,10,5,61.1,242.9,181.8,1.0
stable,Stable (dim4),2016-06-30,10,10,66.4,208.6,142.2,1.0
stable,Stable (dim4),2016-07-29,1,1,0.0,761.2,761.2,1.0
stable,Stable (dim4),2016-07-29,1,5,0.0,656.8,656.8,1.0
stable,Stable (dim4),2016-07-29,1,10,152.2,621.4,469.2,1.0
stable,Stable (dim4),2016-07-29,5,1,0.0,490.1,490.1,1.0
stable,Stable (dim4),2016-07-29,5,5,119.2,386.5,267.3,1.0
stable,Stable (dim4),2016-07-29,5,10,82.7,323.5,240.8,1.0
stable,Stable (dim4),2016-07-29,10,1,75.7,312.1,236.4,1.0
stable,Stable (dim4),2016-07-29,10,5,68.1,249.8,181.7,1.0
stable,Stable (dim4),2016-07-29,10,10,74.7,199.5,124.8,1.0
stable,Stable (dim4),2016-08-31,1,1,0.0,747.7,747.7,1.0
stable,Stable (dim4),2016-08-31,1,5,0.0,646.5,646.5,1.0
stable,Stable (dim4),2016-08-31,1,10,141.8,586.2,444.4,1.0
stable,Stable (dim4),2016-08-31,5,1,0.0,504.7,504.7,1.0
stable,Stable (dim4),2016-08-31,5,5,115.4,387.9,272.5,1.0
stable,Stable (dim4),2016-08-31,5,10,81.1,334.8,253.7,1.0
stable,Stable (dim4),2016-08-31,10,1,76.4,306.4,230.0,1.0
stable,Stable (dim4),2016-08-31,10,5,66.4,248.2,181.8,1.0
stable,Stable (dim4),2016-08-31,10,10,69.9,204.3,134.4,1.0
stable,Stable (dim4),2016-09-30,1,1,0.0,780.0,780.0,1.0
stable,Stable (dim4),2016-09-30,1,5,0.0,670.7,670.7,1.0
stable,Stable (dim4),2016-09-30,1,10,145.3,584.0,438.7,1.0
stable,Stable (dim4),2016-09-30,5,1,0.0,507.0,507.0,1.0
stable,Stable (dim4),2016-09-30,5,5,110.0,387.4,277.4,1.0
stable,Stable (dim4),2016-09-30,5,10,77.2,331.6,254.4,1.0
stable,Stable (dim4),2016-09-30,10,1,71.5,313.2,241.7,1.0
stable,Stable (dim4),2016-09-30,10,5,63.0,245.7,182.7,1.0
stable,Stable (dim4),2016-09-30,10,10,66.4,198.2,131.8,1.0
stable,Stable (dim4),2016-10-31,1,1,0.0,760.9,760.9,1.0
stable,Stable (dim4),2016-10-31,1,5,0.0,633.0,633.0,1.0
stable,Stable (dim4),2016-10-31,1,10,87.2,590.6,503.4,1.0
stable,Stable (dim4),2016-10-31,5,1,0.0,480.4,480.4,1.0
stable,Stable (dim4),2016-10-31,5,5,68.0,385.2,317.2,1.0
stable,Stable (dim4),2016-10-31,5,10,56.5,331.9,275.4,1.0
stable,Stable (dim4),2016-10-31,10,1,53.5,327.9,274.4,1.0
stable,Stable (dim4),2016-10-31,10,5,48.9,247.5,198.6,1.0
stable,Stable (dim4),2016-10-31,10,10,50.6,194.6,144.0,1.0
stable,Stable (dim4),2016-11-30,1,1,0.0,776.4,776.4,1.0
stable,Stable (dim4),2016-11-30,1,5,181.4,648.2,466.8,1.0
stable,Stable (dim4),2016-11-30,1,10,72.9,575.1,502.2,1.0
stable,Stable (dim4),2016-11-30,5,1,123.7,488.2,364.5,1.0
stable,Stable (dim4),2016-11-30,5,5,54.7,366.0,311.3,1.0
stable,Stable (dim4),2016-11-30,5,10,48.3,324.9,276.6,1.0
stable,Stable (dim4),2016-11-30,10,1,44.0,313.8,269.8,1.0
stable,Stable (dim4),2016-11-30,10,5,41.4,246.3,204.9,1.0
stable,Stable (dim4),2016-11-30,10,10,42.7,197.5,154.8,1.0
stable,Stable (dim4),2016-12-30,1,1,0.0,763.3,763.3,1.0
stable,Stable (dim4),2016-12-30,1,5,198.2,663.9,465.7,1.0
stable,Stable (dim4),2016-12-30,1,10,77.7,578.1,500.4,1.0
stable,Stable (dim4),2016-12-30,5,1,155.3,496.3,341.0,1.0
stable,Stable (dim4),2016-12-30,5,5,58.3,378.5,320.2,1.0
stable,Stable (dim4),2016-12-30,5,10,50.2,316.3,266.1,1.0
stable,Stable (dim4),2016-12-30,10,1,44.7,310.7,266.0,1.0
stable,Stable (dim4),2016-12-30,10,5,42.1,245.9,203.8,1.0
stable,Stable (dim4),2016-12-30,10,10,44.0,191.8,147.8,1.0
stable,Stable (dim4),2017-01-31,1,1,0.0,771.5,771.5,1.0
stable,Stable (dim4),2017-01-31,1,5,119.7,622.1,502.4,1.0
stable,Stable (dim4),2017-01-31,1,10,61.5,556.7,495.2,1.0
stable,Stable (dim4),2017-01-31,5,1,84.9,498.5,413.6,1.0
stable,Stable (dim4),2017-01-31,5,5,47.3,370.5,323.2,1.0
stable,Stable (dim4),2017-01-31,5,10,41.7,296.0,254.3,1.0
stable,Stable (dim4),2017-01-31,10,1,36.9,306.5,269.6,1.0
stable,Stable (dim4),2017-01-31,10,5,35.9,242.5,206.6,1.0
stable,Stable (dim4),2017-01-31,10,10,36.7,189.9,153.2,1.0
stable,Stable (dim4),2017-02-28,1,5,207.8,619.2,411.4,1.0
stable,Stable (dim4),2017-02-28,1,10,73.2,598.3,525.1,1.0
stable,Stable (dim4),2017-02-28,5,1,151.0,491.0,340.0,1.0
stable,Stable (dim4),2017-02-28,5,5,55.4,383.3,327.9,1.0
stable,Stable (dim4),2017-02-28,5,10,46.6,320.8,274.2,1.0
stable,Stable (dim4),2017-02-28,10,1,40.6,310.1,269.5,1.0
stable,Stable (dim4),2017-02-28,10,5,38.3,234.9,196.6,1.0
stable,Stable (dim4),2017-02-28,10,10,39.2,196.2,157.0,1.0
stable,Stable (dim4),2017-03-31,1,5,129.2,646.6,517.4,1.0
stable,Stable (dim4),2017-03-31,1,10,63.8,577.3,513.5,1.0
stable,Stable (dim4),2017-03-31,5,1,110.0,482.3,372.3,1.0
stable,Stable (dim4),2017-03-31,5,5,53.0,367.6,314.6,1.0
stable,Stable (dim4),2017-03-31,5,10,44.1,317.1,273.0,1.0
stable,Stable (dim4),2017-03-31,10,1,41.0,308.4,267.4,1.0
stable,Stable (dim4),2017-03-31,10,5,37.9,236.1,198.2,1.0
stable,Stable (dim4),2017-03-31,10,10,37.6,195.0,157.4,1.0
stable,Stable (dim4),2017-04-28,1,5,118.8,621.8,503.0,1.0
stable,Stable (dim4),2017-04-28,1,10,59.6,568.5,508.9,1.0
stable,Stable (dim4),2017-04-28,5,1,97.0,485.5,388.5,1.0
stable,Stable (dim4),2017-04-28,5,5,50.3,378.1,327.8,1.0
stable,Stable (dim4),2017-04-28,5,10,42.0,311.7,269.7,1.0
stable,Stable (dim4),2017-04-28,10,1,39.1,315.7,276.6,1.0
stable,Stable (dim4),2017-04-28,10,5,36.2,247.8,211.6,1.0
stable,Stable (dim4),2017-04-28,10,10,36.1,188.8,152.7,1.0
stable,Stable (dim4),2017-05-31,1,5,119.7,596.4,476.7,1.0
stable,Stable (dim4),2017-05-31,1,10,55.5,568.3,512.8,1.0
stable,Stable (dim4),2017-05-31,5,1,95.6,476.6,381.0,1.0
stable,Stable (dim4),2017-05-31,5,5,48.2,384.9,336.7,1.0
stable,Stable (dim4),2017-05-31,5,10,40.0,303.3,263.3,1.0
stable,Stable (dim4),2017-05-31,10,1,37.6,306.9,269.3,1.0
stable,Stable (dim4),2017-05-31,10,5,34.8,240.0,205.2,1.0
stable,Stable (dim4),2017-05-31,10,10,34.4,193.7,159.3,1.0
stable,Stable (dim4),2017-06-30,1,5,90.5,638.8,548.3,1.0
stable,Stable (dim4),2017-06-30,1,10,50.6,551.6,501.0,1.0
stable,Stable (dim4),2017-06-30,5,1,72.0,491.3,419.3,1.0
stable,Stable (dim4),2017-06-30,5,5,43.2,379.3,336.1,1.0
stable,Stable (dim4),2017-06-30,5,10,37.4,311.3,273.9,1.0
stable,Stable (dim4),2017-06-30,10,1,35.2,301.3,266.1,1.0
stable,Stable (dim4),2017-06-30,10,5,33.2,229.1,195.9,1.0
stable,Stable (dim4),2017-06-30,10,10,33.1,200.7,167.6,1.0
stable,Stable (dim4),2017-07-31,1,5,81.9,649.1,567.2,1.0
stable,Stable (dim4),2017-07-31,1,10,46.6,570.5,523.9,1.0
stable,Stable (dim4),2017-07-31,5,1,64.6,483.4,418.8,1.0
stable,Stable (dim4),2017-07-31,5,5,40.2,367.1,326.9,1.0
stable,Stable (dim4),2017-07-31,5,10,35.0,307.7,272.7,1.0
stable,Stable (dim4),2017-07-31,10,1,33.4,309.6,276.2,1.0
stable,Stable (dim4),2017-07-31,10,5,31.1,231.9,200.8,1.0
stable,Stable (dim4),2017-07-31,10,10,30.9,185.0,154.1,1.0
stable,Stable (dim4),2017-08-31,1,5,115.6,632.2,516.6,1.0
stable,Stable (dim4),2017-08-31,1,10,53.5,575.5,522.0,1.0
stable,Stable (dim4),2017-08-31,5,1,85.9,496.8,410.9,1.0
stable,Stable (dim4),2017-08-31,5,5,46.2,376.1,329.9,1.0
stable,Stable (dim4),2017-08-31,5,10,38.6,308.9,270.3,1.0
stable,Stable (dim4),2017-08-31,10,1,36.6,308.5,271.9,1.0
stable,Stable (dim4),2017-08-31,10,5,33.6,244.1,210.5,1.0
stable,Stable (dim4),2017-08-31,10,10,33.2,190.1,156.9,1.0
stable,Stable (dim4),2017-09-29,1,5,87.5,632.0,544.5,1.0
stable,Stable (dim4),2017-09-29,1,10,46.8,548.3,501.5,1.0
stable,Stable (dim4),2017-09-29,5,1,69.5,497.1,427.6,1.0
stable,Stable (dim4),2017-09-29,5,5,41.9,357.3,315.4,1.0
stable,Stable (dim4),2017-09-29,5,10,35.6,300.0,264.4,1.0
stable,Stable (dim4),2017-09-29,10,1,34.2,314.8,280.6,1.0
stable,Stable (dim4),2017-09-29,10,5,31.6,251.4,219.8,1.0
stable,Stable (dim4),2017-09-29,10,10,31.5,193.2,161.7,1.0
stable,Stable (dim4),2017-10-31,1,5,92.3,618.5,526.2,1.0
stable,Stable (dim4),2017-10-31,1,10,45.6,546.2,500.6,1.0
stable,Stable (dim4),2017-10-31,5,1,73.4,496.3,422.9,1.0
stable,Stable (dim4),2017-10-31,5,5,42.8,373.4,330.6,1.0
stable,Stable (dim4),2017-10-31,5,10,35.9,299.0,263.1,1.0
stable,Stable (dim4),2017-10-31,10,1,35.1,316.5,281.4,1.0
stable,Stable (dim4),2017-10-31,10,5,31.9,240.4,208.5,1.0
stable,Stable (dim4),2017-10-31,10,10,31.5,195.8,164.3,1.0
stable,Stable (dim4),2017-11-30,1,5,85.6,617.9,532.3,1.0
stable,Stable (dim4),2017-11-30,1,10,44.5,550.8,506.3,1.0
stable,Stable (dim4),2017-11-30,5,1,73.5,488.5,415.0,1.0
stable,Stable (dim4),2017-11-30,5,5,44.5,373.0,328.5,1.0
stable,Stable (dim4),2017-11-30,5,10,37.3,310.7,273.4,1.0
stable,Stable (dim4),2017-11-30,10,1,37.2,324.1,286.9,1.0
stable,Stable (dim4),2017-11-30,10,5,33.7,237.0,203.3,1.0
stable,Stable (dim4),2017-11-30,10,10,33.2,195.1,161.9,1.0
stable,Stable (dim4),2017-12-29,1,5,72.6,605.9,533.3,1.0
stable,Stable (dim4),2017-12-29,1,10,42.2,,,0.0
stable,Stable (dim4),2017-12-29,5,1,66.5,493.2,426.7,1.0
stable,Stable (dim4),2017-12-29,5,5,43.2,376.6,333.4,1.0
stable,Stable (dim4),2017-12-29,5,10,36.2,314.9,278.7,1.0
stable,Stable (dim4),2017-12-29,10,1,37.3,313.8,276.5,1.0
stable,Stable (dim4),2017-12-29,10,5,33.3,241.1,207.8,1.0
stable,Stable (dim4),2017-12-29,10,10,32.9,192.6,159.7,1.0
stable,Stable (dim4),2018-01-31,1,5,53.8,600.7,546.9,1.0
stable,Stable (dim4),2018-01-31,1,10,36.7,556.2,519.5,1.0
stable,Stable (dim4),2018-01-31,5,1,49.4,478.5,429.1,1.0
stable,Stable (dim4),2018-01-31,5,5,37.8,379.0,341.2,1.0
stable,Stable (dim4),2018-01-31,5,10,33.3,296.9,263.6,1.0
stable,Stable (dim4),2018-01-31,10,1,34.1,309.4,275.3,1.0
stable,Stable (dim4),2018-01-31,10,5,31.6,232.0,200.4,1.0
stable,Stable (dim4),2018-01-31,10,10,31.6,188.7,157.1,1.0
stable,Stable (dim4),2018-02-28,1,5,57.2,600.2,543.0,1.0
stable,Stable (dim4),2018-02-28,1,10,37.3,539.6,502.3,1.0
stable,Stable (dim4),2018-02-28,5,1,50.7,499.9,449.2,1.0
stable,Stable (dim4),2018-02-28,5,5,37.6,383.5,345.9,1.0
stable,Stable (dim4),2018-02-28,5,10,33.3,303.3,270.0,1.0
stable,Stable (dim4),2018-02-28,10,1,33.5,305.4,271.9,1.0
stable,Stable (dim4),2018-02-28,10,5,30.9,245.7,214.8,1.0
stable,Stable (dim4),2018-02-28,10,10,30.7,193.0,162.3,1.0
stable,Stable (dim4),2018-03-30,1,5,63.5,606.5,543.0,1.0
stable,Stable (dim4),2018-03-30,1,10,39.2,556.8,517.6,1.0
stable,Stable (dim4),2018-03-30,5,1,57.2,492.2,435.0,1.0
stable,Stable (dim4),2018-03-30,5,5,40.4,375.4,335.0,1.0
stable,Stable (dim4),2018-03-30,5,10,34.9,307.0,272.1,1.0
stable,Stable (dim4),2018-03-30,10,1,35.3,294.2,258.9,1.0
stable,Stable (dim4),2018-03-30,10,5,32.1,244.0,211.9,1.0
stable,Stable (dim4),2018-03-30,10,10,32.1,188.7,156.6,1.0
stable,Stable (dim4),2018-04-30,1,5,57.3,624.2,566.9,1.0
stable,Stable (dim4),2018-04-30,1,10,36.1,560.6,524.5,1.0
stable,Stable (dim4),2018-04-30,5,1,53.0,485.0,432.0,1.0
stable,Stable (dim4),2018-04-30,5,5,38.1,365.3,327.2,1.0
stable,Stable (dim4),2018-04-30,5,10,33.1,312.6,279.5,1.0
stable,Stable (dim4),2018-04-30,10,1,33.7,316.4,282.7,1.0
stable,Stable (dim4),2018-04-30,10,5,30.7,235.3,204.6,1.0
stable,Stable (dim4),2018-04-30,10,10,30.8,194.8,164.0,1.0
stable,Stable (dim4),2018-05-31,1,5,77.4,631.7,554.3,1.0
stable,Stable (dim4),2018-05-31,1,10,42.1,553.6,511.5,1.0
stable,Stable (dim4),2018-05-31,5,1,61.8,489.6,427.8,1.0
stable,Stable (dim4),2018-05-31,5,5,41.2,366.4,325.2,1.0
stable,Stable (dim4),2018-05-31,5,10,34.5,303.7,269.2,1.0
stable,Stable (dim4),2018-05-31,10,1,35.3,304.3,269.0,1.0
stable,Stable (dim4),2018-05-31,10,5,32.0,239.7,207.7,1.0
stable,Stable (dim4),2018-05-31,10,10,31.7,194.8,163.1,1.0
stable,Stable (dim4),2018-06-29,1,5,81.7,632.7,551.0,1.0
stable,Stable (dim4),2018-06-29,1,10,41.9,546.3,504.4,1.0
stable,Stable (dim4),2018-06-29,5,1,65.4,491.6,426.2,1.0
stable,Stable (dim4),2018-06-29,5,5,42.8,377.3,334.5,1.0
stable,Stable (dim4),2018-06-29,5,10,35.6,309.8,274.2,1.0
stable,Stable (dim4),2018-06-29,10,1,36.4,315.0,278.6,1.0
stable,Stable (dim4),2018-06-29,10,5,32.8,242.3,209.5,1.0
stable,Stable (dim4),2018-06-29,10,10,32.4,196.9,164.5,1.0
stable,Stable (dim4),2018-07-31,1,5,65.3,608.6,543.3,1.0
stable,Stable (dim4),2018-07-31,1,10,36.6,544.8,508.2,1.0
stable,Stable (dim4),2018-07-31,5,1,60.1,496.2,436.1,1.0
stable,Stable (dim4),2018-07-31,5,5,40.3,384.6,344.3,1.0
stable,Stable (dim4),2018-07-31,5,10,33.5,313.7,280.2,1.0
stable,Stable (dim4),2018-07-31,10,1,35.8,309.4,273.6,1.0
stable,Stable (dim4),2018-07-31,10,5,32.0,234.4,202.4,1.0
stable,Stable (dim4),2018-07-31,10,10,31.1,193.8,162.7,1.0
stable,Stable (dim4),2018-08-31,1,5,78.6,601.6,523.0,1.0
stable,Stable (dim4),2018-08-31,1,10,40.3,601.3,561.0,1.0
stable,Stable (dim4),2018-08-31,5,1,67.3,501.1,433.8,1.0
stable,Stable (dim4),2018-08-31,5,5,42.7,368.9,326.2,1.0
stable,Stable (dim4),2018-08-31,5,10,35.1,319.2,284.1,1.0
stable,Stable (dim4),2018-08-31,10,1,36.6,305.9,269.3,1.0
stable,Stable (dim4),2018-08-31,10,5,32.6,239.8,207.2,1.0
stable,Stable (dim4),2018-08-31,10,10,31.9,196.5,164.6,1.0
stable,Stable (dim4),2018-09-28,1,5,61.1,618.2,557.1,1.0
stable,Stable (dim4),2018-09-28,1,10,35.3,573.0,537.7,1.0
stable,Stable (dim4),2018-09-28,5,1,55.3,484.3,429.0,1.0
stable,Stable (dim4),2018-09-28,5,5,38.9,366.1,327.2,1.0
stable,Stable (dim4),2018-09-28,5,10,32.7,297.6,264.9,1.0
stable,Stable (dim4),2018-09-28,10,1,35.0,301.8,266.8,1.0
stable,Stable (dim4),2018-09-28,10,5,31.4,232.3,200.9,1.0
stable,Stable (dim4),2018-09-28,10,10,30.7,193.8,163.1,1.0
stable,Stable (dim4),2018-10-31,1,5,68.1,598.6,530.5,1.0
stable,Stable (dim4),2018-10-31,1,10,38.6,538.6,500.0,1.0
stable,Stable (dim4),2018-10-31,5,1,60.0,495.2,435.2,1.0
stable,Stable (dim4),2018-10-31,5,5,40.7,378.6,337.9,1.0
stable,Stable (dim4),2018-10-31,5,10,33.8,304.7,270.9,1.0
