model,label,date,expiry,tenor,sigma_mkt,sigma_mod,err_bp,path_frac
stable_cal,Stable + cal. H (s=0.151),2017-11-30,5,10,37.3,118.9,81.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-11-30,10,1,37.2,156.7,119.5,1.0
stable_cal,Stable + cal. H (s=0.151),2017-11-30,10,5,33.7,108.4,74.7,1.0
stable_cal,Stable + cal. H (s=0.151),2017-11-30,10,10,33.2,89.3,56.1,1.0
stable_cal,Stable + cal. H (s=0.151),2017-12-29,1,5,72.6,155.2,82.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-12-29,1,10,42.2,130.2,88.0,1.0
stable_cal,Stable + cal. H (s=0.151),2017-12-29,5,1,66.5,206.3,139.8,1.0
stable_cal,Stable + cal. H (s=0.151),2017-12-29,5,5,43.2,133.5,90.3,1.0
stable_cal,Stable + cal. H (s=0.151),2017-12-29,5,10,36.2,110.8,74.6,1.0
stable_cal,Stable + cal. H (s=0.151),2017-12-29,10,1,37.3,156.0,118.7,1.0
stable_cal,Stable + cal. H (s=0.151),2017-12-29,10,5,33.3,113.2,79.9,1.0
stable_cal,Stable + cal. H (s=0.151),2017-12-29,10,10,32.9,92.5,59.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-01-31,1,5,53.8,138.5,84.7,1.0
stable_cal,Stable + cal. H (s=0.151),2018-01-31,1,10,36.7,128.7,92.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-01-31,5,1,49.4,203.0,153.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-01-31,5,5,37.8,141.1,103.3,1.0
stable_cal,Stable + cal. H (s=0.151),2018-01-31,5,10,33.3,111.4,78.1,1.0
stable_cal,Stable + cal. H (s=0.151),2018-01-31,10,1,34.1,155.8,121.7,1.0
stable_cal,Stable + cal. H (s=0.151),2018-01-31,10,5,31.6,105.8,74.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-01-31,10,10,31.6,90.8,59.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-02-28,1,5,57.2,153.4,96.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-02-28,1,10,37.3,127.9,90.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-02-28,5,1,50.7,215.2,164.5,1.0
stable_cal,Stable + cal. H (s=0.151),2018-02-28,5,5,37.6,132.2,94.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-02-28,5,10,33.3,119.5,86.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-02-28,10,1,33.5,154.7,121.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-02-28,10,5,30.9,109.3,78.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-02-28,10,10,30.7,90.9,60.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-03-30,1,5,63.5,155.4,91.9,1.0
stable_cal,Stable + cal. H (s=0.151),2018-03-30,1,10,39.2,128.5,89.3,1.0
stable_cal,Stable + cal. H (s=0.151),2018-03-30,5,1,57.2,204.7,147.5,1.0
stable_cal,Stable + cal. H (s=0.151),2018-03-30,5,5,40.4,135.8,95.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-03-30,5,10,34.9,116.2,81.3,1.0
stable_cal,Stable + cal. H (s=0.151),2018-03-30,10,1,35.3,157.7,122.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-03-30,10,5,32.1,109.8,77.7,1.0
stable_cal,Stable + cal. H (s=0.151),2018-03-30,10,10,32.1,91.3,59.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-04-30,1,5,57.3,149.0,91.7,1.0
stable_cal,Stable + cal. H (s=0.151),2018-04-30,1,10,36.1,130.7,94.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-04-30,5,1,53.0,221.4,168.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-04-30,5,5,38.1,141.7,103.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-04-30,5,10,33.1,122.7,89.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-04-30,10,1,33.7,164.0,130.3,1.0
stable_cal,Stable + cal. H (s=0.151),2018-04-30,10,5,30.7,109.3,78.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-04-30,10,10,30.8,92.8,62.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-05-31,1,5,77.4,150.8,73.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-05-31,1,10,42.1,138.4,96.3,1.0
stable_cal,Stable + cal. H (s=0.151),2018-05-31,5,1,61.8,203.4,141.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-05-31,5,5,41.2,132.2,91.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-05-31,5,10,34.5,112.4,77.9,1.0
stable_cal,Stable + cal. H (s=0.151),2018-05-31,10,1,35.3,156.1,120.8,1.0
stable_cal,Stable + cal. H (s=0.151),2018-05-31,10,5,32.0,109.1,77.1,1.0
stable_cal,Stable + cal. H (s=0.151),2018-05-31,10,10,31.7,93.1,61.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-06-29,1,5,81.7,151.9,70.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-06-29,1,10,41.9,136.1,94.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-06-29,5,1,65.4,212.5,147.1,1.0
stable_cal,Stable + cal. H (s=0.151),2018-06-29,5,5,42.8,137.8,95.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-06-29,5,10,35.6,129.6,94.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-06-29,10,1,36.4,156.7,120.3,1.0
stable_cal,Stable + cal. H (s=0.151),2018-06-29,10,5,32.8,104.2,71.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-06-29,10,10,32.4,95.3,62.9,1.0
stable_cal,Stable + cal. H (s=0.151),2018-07-31,1,5,65.3,148.1,82.8,1.0
stable_cal,Stable + cal. H (s=0.151),2018-07-31,1,10,36.6,134.0,97.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-07-31,5,1,60.1,210.2,150.1,1.0
stable_cal,Stable + cal. H (s=0.151),2018-07-31,5,5,40.3,139.4,99.1,1.0
stable_cal,Stable + cal. H (s=0.151),2018-07-31,5,10,33.5,121.2,87.7,1.0
stable_cal,Stable + cal. H (s=0.151),2018-07-31,10,1,35.8,162.2,126.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-07-31,10,5,32.0,112.8,80.8,1.0
stable_cal,Stable + cal. H (s=0.151),2018-07-31,10,10,31.1,89.0,57.9,1.0
stable_cal,Stable + cal. H (s=0.151),2018-08-31,1,5,78.6,148.1,69.5,1.0
stable_cal,Stable + cal. H (s=0.151),2018-08-31,1,10,40.3,139.5,99.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-08-31,5,1,67.3,197.8,130.5,1.0
stable_cal,Stable + cal. H (s=0.151),2018-08-31,5,5,42.7,139.1,96.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-08-31,5,10,35.1,111.8,76.7,1.0
stable_cal,Stable + cal. H (s=0.151),2018-08-31,10,1,36.6,158.9,122.3,1.0
stable_cal,Stable + cal. H (s=0.151),2018-08-31,10,5,32.6,108.0,75.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-08-31,10,10,31.9,89.9,58.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-09-28,1,5,61.1,151.3,90.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-09-28,1,10,35.3,129.5,94.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-09-28,5,1,55.3,211.7,156.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-09-28,5,5,38.9,134.1,95.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-09-28,5,10,32.7,118.5,85.8,1.0
stable_cal,Stable + cal. H (s=0.151),2018-09-28,10,1,35.0,163.2,128.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-09-28,10,5,31.4,111.0,79.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-09-28,10,10,30.7,,,0.0
stable_cal,Stable + cal. H (s=0.151),2018-10-31,1,5,68.1,150.2,82.1,1.0
stable_cal,Stable + cal. H (s=0.151),2018-10-31,1,10,38.6,141.0,102.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-10-31,5,1,60.0,211.8,151.8,1.0
stable_cal,Stable + cal. H (s=0.151),2018-10-31,5,5,40.7,135.9,95.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-10-31,5,10,33.8,120.1,86.3,1.0
stable_cal,Stable + cal. H (s=0.151),2018-10-31,10,1,35.4,154.6,119.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-10-31,10,5,31.8,108.6,76.8,1.0
stable_cal,Stable + cal. H (s=0.151),2018-10-31,10,10,31.2,90.1,58.9,1.0
stable_cal,Stable + cal. H (s=0.151),2018-11-30,1,5,77.9,157.5,79.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-11-30,1,10,39.8,142.5,102.7,1.0
stable_cal,Stable + cal. H (s=0.151),2018-11-30,5,1,64.7,211.7,147.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-11-30,5,5,42.7,133.3,90.6,1.0
stable_cal,Stable + cal. H (s=0.151),2018-11-30,5,10,35.1,116.1,81.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-11-30,10,1,36.9,153.8,116.9,1.0
stable_cal,Stable + cal. H (s=0.151),2018-11-30,10,5,33.2,112.0,78.8,1.0
stable_cal,Stable + cal. H (s=0.151),2018-11-30,10,10,32.7,95.9,63.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-12-31,1,5,92.4,158.8,66.4,1.0
stable_cal,Stable + cal. H (s=0.151),2018-12-31,1,10,42.4,147.4,105.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-12-31,5,1,69.3,207.4,138.1,1.0
stable_cal,Stable + cal. H (s=0.151),2018-12-31,5,5,44.3,143.1,98.8,1.0
stable_cal,Stable + cal. H (s=0.151),2018-12-31,5,10,36.4,117.4,81.0,1.0
stable_cal,Stable + cal. H (s=0.151),2018-12-31,10,1,37.6,157.8,120.2,1.0
stable_cal,Stable + cal. H (s=0.151),2018-12-31,10,5,34.2,111.9,77.7,1.0
stable_cal,Stable + cal. H (s=0.151),2018-12-31,10,10,33.9,91.1,57.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-01-31,1,5,114.5,148.7,34.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-01-31,1,10,46.5,141.3,94.8,1.0
stable_cal,Stable + cal. H (s=0.151),2019-01-31,5,1,88.5,208.7,120.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-01-31,5,5,49.2,138.9,89.7,1.0
stable_cal,Stable + cal. H (s=0.151),2019-01-31,5,10,38.6,130.2,91.6,1.0
stable_cal,Stable + cal. H (s=0.151),2019-01-31,10,1,40.8,158.7,117.9,1.0
stable_cal,Stable + cal. H (s=0.151),2019-01-31,10,5,36.0,119.5,83.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-01-31,10,10,35.4,99.0,63.6,1.0
stable_cal,Stable + cal. H (s=0.151),2019-02-28,1,5,93.8,160.8,67.0,1.0
stable_cal,Stable + cal. H (s=0.151),2019-02-28,1,10,43.7,145.5,101.8,1.0
stable_cal,Stable + cal. H (s=0.151),2019-02-28,5,1,78.7,205.9,127.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-02-28,5,5,44.6,143.1,98.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-02-28,5,10,35.6,117.1,81.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-02-28,10,1,37.8,157.5,119.7,1.0
stable_cal,Stable + cal. H (s=0.151),2019-02-28,10,5,33.3,106.2,72.9,1.0
stable_cal,Stable + cal. H (s=0.151),2019-02-28,10,10,32.7,92.4,59.7,1.0
stable_cal,Stable + cal. H (s=0.151),2019-03-29,1,5,239.2,163.9,-75.3,1.0
stable_cal,Stable + cal. H (s=0.151),2019-03-29,1,10,61.9,165.3,103.4,1.0
stable_cal,Stable + cal. H (s=0.151),2019-03-29,5,1,140.5,202.3,61.8,1.0
stable_cal,Stable + cal. H (s=0.151),2019-03-29,5,5,54.2,151.3,97.1,1.0
stable_cal,Stable + cal. H (s=0.151),2019-03-29,5,10,40.3,128.8,88.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-03-29,10,1,42.0,155.4,113.4,1.0
stable_cal,Stable + cal. H (s=0.151),2019-03-29,10,5,36.5,110.1,73.6,1.0
stable_cal,Stable + cal. H (s=0.151),2019-03-29,10,10,36.0,104.1,68.1,1.0
stable_cal,Stable + cal. H (s=0.151),2019-04-30,1,5,177.0,167.3,-9.7,1.0
stable_cal,Stable + cal. H (s=0.151),2019-04-30,1,10,56.7,154.2,97.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-04-30,5,1,116.6,210.1,93.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-04-30,5,5,51.4,144.2,92.8,1.0
stable_cal,Stable + cal. H (s=0.151),2019-04-30,5,10,38.5,126.2,87.7,1.0
stable_cal,Stable + cal. H (s=0.151),2019-04-30,10,1,42.1,158.6,116.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-04-30,10,5,35.9,116.2,80.3,1.0
stable_cal,Stable + cal. H (s=0.151),2019-04-30,10,10,34.4,98.4,64.0,1.0
stable_cal,Stable + cal. H (s=0.151),2019-05-31,1,5,659.5,171.2,-488.3,1.0
stable_cal,Stable + cal. H (s=0.151),2019-05-31,1,10,82.1,162.6,80.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-05-31,5,1,305.6,218.8,-86.8,1.0
stable_cal,Stable + cal. H (s=0.151),2019-05-31,5,5,68.6,143.7,75.1,1.0
stable_cal,Stable + cal. H (s=0.151),2019-05-31,5,10,47.3,130.2,82.9,1.0
stable_cal,Stable + cal. H (s=0.151),2019-05-31,10,1,52.3,166.4,114.1,1.0
stable_cal,Stable + cal. H (s=0.151),2019-05-31,10,5,42.2,119.6,77.4,1.0
stable_cal,Stable + cal. H (s=0.151),2019-05-31,10,10,40.2,104.0,63.8,1.0
stable_cal,Stable + cal. H (s=0.151),2019-06-28,1,10,134.7,170.6,35.9,1.0
stable_cal,Stable + cal. H (s=0.151),2019-06-28,5,5,104.0,150.3,46.3,1.0
stable_cal,Stable + cal. H (s=0.151),2019-06-28,5,10,61.5,128.6,67.1,1.0
stable_cal,Stable + cal. H (s=0.151),2019-06-28,10,1,68.2,170.1,101.9,1.0
stable_cal,Stable + cal. H (s=0.151),2019-06-28,10,5,52.3,116.5,64.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-06-28,10,10,49.6,107.6,58.0,1.0
stable_cal,Stable + cal. H (s=0.151),2019-07-31,1,10,584.8,179.7,-405.1,1.0
stable_cal,Stable + cal. H (s=0.151),2019-07-31,5,5,235.7,148.8,-86.9,1.0
stable_cal,Stable + cal. H (s=0.151),2019-07-31,5,10,90.0,138.5,48.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-07-31,10,1,115.2,170.8,55.6,1.0
stable_cal,Stable + cal. H (s=0.151),2019-07-31,10,5,69.0,126.2,57.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-07-31,10,10,64.5,110.2,45.7,1.0
stable_cal,Stable + cal. H (s=0.151),2019-08-30,5,10,293.7,149.2,-144.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-08-30,10,1,153.8,173.1,19.3,1.0
stable_cal,Stable + cal. H (s=0.151),2019-08-30,10,5,226.5,125.4,-101.1,1.0
stable_cal,Stable + cal. H (s=0.151),2019-08-30,10,10,0.9,113.2,112.3,1.0
stable_cal,Stable + cal. H (s=0.151),2019-09-30,5,10,195.6,147.2,-48.4,1.0
stable_cal,Stable + cal. H (s=0.151),2019-09-30,10,1,229.6,162.0,-67.6,1.0
stable_cal,Stable + cal. H (s=0.151),2019-09-30,10,5,176.3,126.0,-50.3,1.0
stable_cal,Stable + cal. H (s=0.151),2019-09-30,10,10,190.3,111.1,-79.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-10-31,1,10,502.4,183.5,-318.9,1.0
stable_cal,Stable + cal. H (s=0.151),2019-10-31,5,10,126.8,138.2,11.4,1.0
stable_cal,Stable + cal. H (s=0.151),2019-10-31,10,1,171.9,164.2,-7.7,1.0
stable_cal,Stable + cal. H (s=0.151),2019-10-31,10,5,101.0,122.9,21.9,1.0
stable_cal,Stable + cal. H (s=0.151),2019-10-31,10,10,96.7,108.0,11.3,1.0
stable_cal,Stable + cal. H (s=0.151),2019-11-29,1,10,552.9,171.7,-381.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-11-29,5,5,211.7,141.4,-70.3,1.0
stable_cal,Stable + cal. H (s=0.151),2019-11-29,5,10,116.2,138.9,22.7,1.0
stable_cal,Stable + cal. H (s=0.151),2019-11-29,10,1,173.7,162.5,-11.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-11-29,10,5,95.7,114.9,19.2,1.0
stable_cal,Stable + cal. H (s=0.151),2019-11-29,10,10,93.6,106.4,12.8,1.0
stable_cal,Stable + cal. H (s=0.151),2019-12-31,1,10,149.3,179.9,30.6,1.0
stable_cal,Stable + cal. H (s=0.151),2019-12-31,5,5,115.0,142.9,27.9,1.0
stable_cal,Stable + cal. H (s=0.151),2019-12-31,5,10,76.2,135.7,59.5,1.0
stable_cal,Stable + cal. H (s=0.151),2019-12-31,10,1,81.8,162.4,80.6,1.0
stable_cal,Stable + cal. H (s=0.151),2019-12-31,10,5,63.9,124.5,60.6,1.0
stable_cal,Stable + cal. H (s=0.151),2019-12-31,10,10,63.6,102.5,38.9,1.0
stable_cal,Stable + cal. H (s=0.151),2020-01-31,1,10,767.0,180.2,-586.8,1.0
stable_cal,Stable + cal. H (s=0.151),2020-01-31,5,5,364.8,156.4,-208.4,1.0
stable_cal,Stable + cal. H (s=0.151),2020-01-31,5,10,246.7,136.6,-110.1,1.0
stable_cal,Stable + cal. H (s=0.151),2020-01-31,10,1,181.3,167.4,-13.9,1.0
stable_cal,Stable + cal. H (s=0.151),2020-01-31,10,5,175.5,121.6,-53.9,1.0
stable_cal,Stable + cal. H (s=0.151),2020-01-31,10,10,193.2,109.4,-83.8,1.0
stable_cal,Stable + cal. H (s=0.151),2020-02-28,5,10,208.9,149.8,-59.1,1.0
stable_cal,Stable + cal. H (s=0.151),2020-02-28,10,5,188.7,124.5,-64.2,1.0
stable_cal,Stable + cal. H (s=0.151),2020-02-28,10,10,208.8,108.6,-100.2,1.0
stable_cal,Stable + cal. H (s=0.151),2020-03-31,1,10,547.6,196.5,-351.1,1.0
stable_cal,Stable + cal. H (s=0.151),2021-02-26,1,10,564.6,186.3,-378.3,1.0
stable_cal,Stable + cal. H (s=0.151),2021-02-26,5,10,136.0,134.4,-1.6,1.0
stable_cal,Stable + cal. H (s=0.151),2021-02-26,10,1,181.1,165.3,-15.8,1.0
stable_cal,Stable + cal. H (s=0.151),2021-02-26,10,5,110.7,128.5,17.8,1.0
stable_cal,Stable + cal. H (s=0.151),2021-02-26,10,10,132.5,110.8,-21.7,1.0
stable_cal,Stable + cal. H (s=0.151),2021-03-31,1,10,573.5,181.5,-392.0,1.0
stable_cal,Stable + cal. H (s=0.151),2021-03-31,5,5,300.6,151.5,-149.1,1.0
stable_cal,Stable + cal. H (s=0.151),2021-03-31,5,10,103.0,140.0,37.0,1.0
stable_cal,Stable + cal. H (s=0.151),2021-03-31,10,1,105.5,166.8,61.3,1.0
stable_cal,Stable + cal. H (s=0.151),2021-03-31,10,5,78.8,121.6,42.8,1.0
stable_cal,Stable + cal. H (s=0.151),2021-03-31,10,10,83.0,111.5,28.5,1.0
stable_cal,Stable + cal. H (s=0.151),2021-04-30,1,10,234.2,171.5,-62.7,1.0
stable_cal,Stable + cal. H (s=0.151),2021-04-30,5,5,169.5,156.9,-12.6,1.0
stable_cal,Stable + cal. H (s=0.151),2021-04-30,5,10,91.8,145.1,53.3,1.0
stable_cal,Stable + cal. H (s=0.151),2021-04-30,10,1,89.8,172.5,82.7,1.0
stable_cal,Stable + cal. H (s=0.151),2021-04-30,10,5,73.2,117.3,44.1,1.0
stable_cal,Stable + cal. H (s=0.151),2021-04-30,10,10,76.4,107.8,31.4,1.0
stable_cal,Stable + cal. H (s=0.151),2021-05-31,1,10,237.2,180.5,-56.7,1.0
stable_cal,Stable + cal. H (s=0.151),2021-05-31,5,5,282.8,141.4,-141.4,1.0
stable_cal,Stable + cal. H (s=0.151),2021-05-31,5,10,98.5,134.2,35.7,1.0
stable_cal,Stable + cal. H (s=0.151),2021-05-31,10,1,103.8,162.1,58.3,1.0
stable_cal,Stable + cal. H (s=0.151),2021-05-31,10,5,78.3,119.9,41.6,1.0
stable_cal,Stable + cal. H (s=0.151),2021-05-31,10,10,80.8,103.0,22.2,1.0
stable_cal,Stable + cal. H (s=0.151),2021-06-30,1,10,250.5,180.1,-70.4,1.0
stable_cal,Stable + cal. H (s=0.151),2021-06-30,5,5,288.4,159.1,-129.3,1.0
stable_cal,Stable + cal. H (s=0.151),2021-06-30,5,10,100.3,129.6,29.3,1.0
stable_cal,Stable + cal. H (s=0.151),2021-06-30,10,1,107.6,167.7,60.1,1.0
stable_cal,Stable + cal. H (s=0.151),2021-06-30,10,5,81.8,122.2,40.4,1.0
stable_cal,Stable + cal. H (s=0.151),2021-06-30,10,10,86.7,103.0,16.3,1.0
stable_cal,Stable + cal. H (s=0.151),2021-07-30,1,10,704.0,187.2,-516.8,1.0
stable_cal,Stable + cal. H (s=0.151),2021-07-30,5,5,208.3,160.7,-47.6,1.0
stable_cal,Stable + cal. H (s=0.151),2021-07-30,5,10,276.2,134.5,-141.7,1.0
stable_cal,Stable + cal. H (s=0.151),2021-07-30,10,1,194.9,165.0,-29.9,1.0
stable_cal,Stable + cal. H (s=0.151),2021-07-30,10,5,205.8,121.8,-84.0,1.0
stable_cal,Stable + cal. H (s=0.151),2021-07-30,10,10,193.9,115.9,-78.0,1.0
stable_cal,Stable + cal. H (s=0.151),2021-08-31,5,10,243.2,137.1,-106.1,1.0
stable_cal,Stable + cal. H (s=0.151),2021-08-31,10,5,173.4,119.2,-54.2,1.0
stable_cal,Stable + cal. H (s=0.151),2021-09-30,1,10,188.4,172.3,-16.1,1.0
stable_cal,Stable + cal. H (s=0.151),2021-09-30,5,5,170.9,143.2,-27.7,1.0
stable_cal,Stable + cal. H (s=0.151),2021-09-30,5,10,94.0,139.8,45.8,1.0
stable_cal,Stable + cal. H (s=0.151),2021-09-30,10,1,106.8,160.8,54.0,1.0
stable_cal,Stable + cal. H (s=0.151),2021-09-30,10,5,83.0,123.8,40.8,1.0
stable_cal,Stable + cal. H (s=0.151),2021-09-30,10,10,86.2,112.1,25.9,1.0
stable_cal,Stable + cal. H (s=0.151),2021-10-29,1,10,194.7,184.9,-9.8,1.0
stable_cal,Stable + cal. H (s=0.151),2021-10-29,5,5,218.6,149.2,-69.4,1.0
stable_cal,Stable + cal. H (s=0.151),2021-10-29,5,10,318.9,138.4,-180.5,1.0
stable_cal,Stable + cal. H (s=0.151),2021-10-29,10,1,178.5,150.1,-28.4,1.0
stable_cal,Stable + cal. H (s=0.151),2021-10-29,10,5,208.0,120.1,-87.9,1.0
stable_cal,Stable + cal. H (s=0.151),2021-10-29,10,10,180.9,103.4,-77.5,1.0
stable_cal,Stable + cal. H (s=0.151),2021-11-30,1,10,608.4,176.1,-432.3,1.0
stable_cal,Stable + cal. H (s=0.151),2021-11-30,5,10,269.9,131.7,-138.2,1.0
stable_cal,Stable + cal. H (s=0.151),2021-11-30,10,1,177.0,152.9,-24.1,1.0
stable_cal,Stable + cal. H (s=0.151),2021-11-30,10,5,194.9,119.7,-75.2,1.0
stable_cal,Stable + cal. H (s=0.151),2021-12-31,1,10,161.8,169.0,7.2,1.0
stable_cal,Stable + cal. H (s=0.151),2021-12-31,5,5,188.6,145.4,-43.2,1.0
stable_cal,Stable + cal. H (s=0.151),2021-12-31,5,10,102.1,137.0,34.9,1.0
stable_cal,Stable + cal. H (s=0.151),2021-12-31,10,1,110.6,163.1,52.5,1.0
stable_cal,Stable + cal. H (s=0.151),2021-12-31,10,5,99.1,115.8,16.7,1.0
stable_cal,Stable + cal. H (s=0.151),2021-12-31,10,10,114.3,105.9,-8.4,1.0
stable_cal,Stable + cal. H (s=0.151),2022-01-31,1,5,186.9,149.4,-37.5,1.0
stable_cal,Stable + cal. H (s=0.151),2022-01-31,1,10,115.3,161.5,46.2,1.0
stable_cal,Stable + cal. H (s=0.151),2022-01-31,5,5,133.5,139.1,5.6,1.0
stable_cal,Stable + cal. H (s=0.151),2022-01-31,5,10,94.7,128.3,33.6,1.0
stable_cal,Stable + cal. H (s=0.151),2022-01-31,10,1,111.6,161.1,49.5,1.0
stable_cal,Stable + cal. H (s=0.151),2022-01-31,10,5,101.2,112.8,11.6,1.0
stable_cal,Stable + cal. H (s=0.151),2022-01-31,10,10,141.7,107.2,-34.5,1.0
stable_cal,Stable + cal. H (s=0.151),2022-02-28,1,1,243.8,308.9,65.1,1.0
stable_cal,Stable + cal. H (s=0.151),2022-02-28,1,5,107.7,132.9,25.2,1.0
stable_cal,Stable + cal. H (s=0.151),2022-02-28,1,10,75.2,149.7,74.5,1.0
stable_cal,Stable + cal. H (s=0.151),2022-02-28,5,1,122.4,220.2,97.8,1.0
stable_cal,Stable + cal. H (s=0.151),2022-02-28,5,5,72.6,135.8,63.2,1.0
stable_cal,Stable + cal. H (s=0.151),2022-02-28,5,10,61.9,121.2,59.3,1.0
stable_cal,Stable + cal. H (s=0.151),2022-02-28,10,1,62.7,150.2,87.5,1.0
stable_cal,Stable + cal. H (s=0.151),2022-02-28,10,5,62.4,108.5,46.1,1.0
stable_cal,Stable + cal. H (s=0.151),2022-02-28,10,10,71.0,95.3,24.3,1.0
stable_cal,Stable + cal. H (s=0.151),2022-03-31,1,1,105.9,317.7,211.8,1.0
stable_cal,Stable + cal. H (s=0.151),2022-03-31,1,5,82.4,120.8,38.4,1.0
stable_cal,Stable + cal. H (s=0.151),2022-03-31,1,10,62.5,124.5,62.0,1.0
stable_cal,Stable + cal. H (s=0.151),2022-03-31,5,1,105.0,221.0,116.0,1.0
stable_cal,Stable + cal. H (s=0.151),2022-03-31,5,5,69.4,113.2,43.8,1.0
stable_cal,Stable + cal. H (s=0.151),2022-03-31,5,10,55.7,114.2,58.5,1.0
stable_cal,Stable + cal. H (s=0.151),2022-03-31,10,1,55.9,151.9,96.0,1.0
stable_cal,Stable + cal. H (s=0.151),2022-03-31,10,5,55.1,94.0,38.9,1.0
stable_cal,Stable + cal. H (s=0.151),2022-03-31,10,10,61.2,88.1,26.9,1.0
stable_cal,Stable + cal. H (s=0.151),2022-04-29,1,1,72.2,291.3,219.1,1.0
stable_cal,Stable + cal. H (s=0.151),2022-04-29,1,5,62.7,102.6,39.9,1.0
stable_cal,Stable + cal. H (s=0.151),2022-04-29,1,10,52.7,115.8,63.1,1.0
stable_cal,Stable + cal. H (s=0.151),2022-04-29,5,1,59.0,201.9,142.9,1.0
stable_cal,Stable + cal. H (s=0.151),2022-04-29,5,5,46.6,104.9,58.3,1.0
stable_cal,Stable + cal. H (s=0.151),2022-04-29,5,10,41.4,100.4,59.0,1.0
stable_cal,Stable + cal. H (s=0.151),2022-04-29,10,1,36.1,142.6,106.5,1.0
stable_cal,Stable + cal. H (s=0.151),2022-04-29,10,5,37.1,83.4,46.3,1.0
stable_cal,Stable + cal. H (s=0.151),2022-04-29,10,10,41.6,80.3,38.7,1.0
stable_cal,Stable + cal. H (s=0.151),2022-05-31,1,1,64.5,313.7,249.2,1.0
