date,expiry,tenor,split,sigma_mkt,sigma_cal,s_cell,path_frac,sigma_mod1,err_s1_bp,err_cal_bp
2024-01-31,5,5,test,34.1,82.4,0.12419,1.0,285.8,251.70000000000002,48.300000000000004
2024-01-31,5,10,test,31.7,88.6,0.1274,1.0,267.8,236.10000000000002,56.89999999999999
2024-01-31,10,1,test,29.7,67.3,0.1214,1.0,194.7,165.0,37.599999999999994
2024-01-31,10,5,test,28.9,72.7,0.14504,1.0,188.7,159.79999999999998,43.800000000000004
2024-01-31,10,10,test,29.2,87.3,0.18302,1.0,167.8,138.60000000000002,58.099999999999994
2024-02-29,1,1,test,37.1,179.1,0.13841,1.0,403.8,366.7,142.0
2024-02-29,1,5,test,37.1,113.3,0.15101,1.0,418.0,380.9,76.19999999999999
2024-02-29,1,10,test,34.4,110.8,0.09815,1.0,479.4,445.0,76.4
2024-02-29,5,1,test,37.1,100.1,0.1419,1.0,280.7,243.6,62.99999999999999
2024-02-29,5,5,test,33.8,79.4,0.12419,1.0,272.9,239.09999999999997,45.60000000000001
2024-02-29,5,10,test,32.0,93.9,0.1274,1.0,257.0,225.0,61.900000000000006
2024-02-29,10,1,test,30.4,57.2,0.1214,1.0,178.6,148.2,26.800000000000004
2024-02-29,10,5,test,29.6,71.0,0.14504,1.0,171.7,142.1,41.4
2024-02-29,10,10,test,30.3,85.9,0.18302,1.0,160.4,130.1,55.60000000000001
